,Close
1,0.00201268056269
2,0.00140646999275
3,-0.000702987726665
4,0.00620933392138
5,0.0056747626028
6,0.00307280808765
7,0.0046408377541
8,0.000492441040137
9,-0.00552923999522
10,-0.00019803941049
11,0.000594000611466
12,-0.00327137838218
13,-0.00477755462328
14,0.00913701857698
15,0.00640554050267
16,9.82270026828e-05
17,0.00538768017248
18,-0.00391543178367
19,0.000490268186514
20,-0.00442109085795
21,-0.00216855678871
22,-0.00128363384695
23,-0.00594590989685
24,0.0038688605373
25,-0.0097503508505
26,-0.00430840804721
27,0.000401566113217
28,-0.0134392969036
29,0.0062874155001
30,0.000505331255384
31,0.0028251456587
32,0.00130896660687
33,0.00331508666653
34,-0.0023093539055
35,-0.000804505272676
36,0.00231121039424
37,0.0107817756033
38,0.000297840657451
39,-0.00427754942211
40,-0.0111273766046
41,0.00281860464438
42,0.0140741954851
43,-0.00297796527404
44,-0.00378486507601
45,-0.00620622612669
46,0.00380838303554
47,0.00896241808765
48,0.0106499379537
49,0.0125738778299
50,0.00222534076645
51,0.0106706131431
52,0.00200601872687
53,-0.0062221997521
54,0.00402492158121
55,0.00477054620985
56,-0.00209623707061
57,0.0041880891218
58,0.0162988204619
59,0.00939410712584
60,0.0116885045238
61,0.0110106212692
62,-0.010553227491
63,0.00619987398046
64,-0.000818367856541
65,-0.00712071659482
66,-0.00229305305704
67,0.00229305305704
68,0.00219639513575
69,0.00437837058109
70,0.00254522453556
71,0.000453823470462
72,-0.0103987072209
73,0.00247264194848
74,-0.0138149185524
75,0.00185305343491
76,-0.000185150898512
77,-0.00361731136911
78,0.0096172370621
79,0.00330761051276
80,0.00722024797349
81,0.00290988656723
82,0.00831906416358
83,0.00224870794106
84,0.00260218191611
85,-0.00963494014239
86,0.000723589033019
87,-0.0164087546664
88,-0.00432921046437
89,-0.0252397021224
90,0.00396825917562
91,0.00141342779715
92,-0.026622439611
93,-0.0210102026551
94,0.00384407353259
95,-0.0101844950112
96,-0.0038835000264
97,0.0224928097585
98,-0.0106900444284
99,-0.00256688856511
100,0.0047337366502
101,-0.00226545282806
102,-0.0200195919614
103,-0.00271999361772
104,0.0218517050887
105,0.0123591568276
106,-0.000390015605568
107,0.00602821465759
108,0.00329043169228
109,0.00260529891176
110,-0.00502367977604
111,-0.00475705959946
112,-0.012435900781
113,-0.00910626900434
114,0.00654115315427
115,0.00728349676547
116,0.00391504855554
117,-0.00646807429417
118,-0.00177130532437
119,-0.000689689174589
120,0.00971024254637
121,0.00642150484494
122,0.00589858114061
123,0.000578313269131
124,0.00317475854707
125,-0.00597304280658
126,0.00260555032811
127,0.00432755399615
128,0.00392664393813
129,-0.00854336849873
130,0.00134874779598
131,-0.00308552939813
132,-0.00824247090708
133,-0.0113593074153
134,0.00236081164144
135,0.00626838487372
136,-0.00332518643792
137,-0.0117260051762
138,-0.0143758091203
139,-0.0246347962628
140,0.0037033269359
141,0.00624394269746
142,0.0133794819694
143,0.0104167608583
144,-0.00219451459642
145,-0.00149902591404
146,-0.00511356205255
147,0.0138759401315
148,0.0144680443102
149,0.0190666313109
150,-0.0112799460651
151,-0.00651721581119
152,0.00418757002838
153,0.00832289716818
154,0.00134835809699
155,-0.00279504784152
156,0.00778737771875
157,-0.00230105566536
158,0.00297120072897
159,0.00800690580243
160,-0.00447215170406
161,0.00494673763675
162,0.000758869321183
163,0.000758293875199
164,0.00142025304373
165,0.000567536905132
166,0.000472701497811
167,0.000566947005643
168,-0.00018894662314
169,0.0043367655412
170,-0.00188323972796
171,-0.00605031151762
172,-0.00837940534234
173,0.00410325495792
174,-0.00276546211626
175,0.00200333956817
176,0.00389975288542
177,0.00426278294344
178,0.00236038442214
179,0.00301318495399
180,-0.0072658965564
181,-0.000663161409365
182,-0.00294215558886
183,-0.00152192552919
184,0.00947425371968
185,0.00141342779715
186,0.00225733730165
187,0.000469637917805
188,0.000469417461561
189,-0.0107578653816
190,0.00444929024803
191,0.00518160281293
192,0.0089804158262
193,-0.00569695680421
194,-0.000749554986841
195,0.00262098811467
196,-0.00112243955288
197,0.00885167670974
198,-0.0020429016298
199,-0.00139528416665
200,0.00158117504923
201,0.0078685895452
202,0.0212570153321
203,-0.0043423263455
204,0.0134181850228
205,-0.00241816427002
206,0.000268973866326
207,0.00197026751898
208,-0.000447447320544
209,0.00722411168493
210,-0.00740314668675
211,0.00713651556932
212,0.0109619202342
213,-0.00670432998154
214,-0.0105887006149
215,-0.00107401782453
216,0.00642687207248
217,-0.000355966898839
218,0.00266666824692
219,0.00495883421176
220,-0.00167970688832
221,-0.00274664594771
222,0.00115273787981
223,-0.00239563576708
224,-0.000622028722239
225,-0.00374031961572
226,-0.00402307100211
227,0.00187944745886
228,0.00570614957685
229,0.0105240856363
230,0.00543956421089
231,0.00740970133816
232,0.00372762773969
233,-0.00121212136053
234,0.00147167061146
235,-0.00816472875804
236,-0.0130801145024
237,-0.00584900639487
238,0.011576146592
239,-0.00369686188133
240,0.0069423364199
241,0.00323497549878
242,0.000349101068304
243,0.00851512660899
244,-0.00381415164197
245,-0.00348008007394
246,0.00156753493736
247,0.00191254513657
248,0.00251550637916
249,0.0
250,0.00129864526281
251,0.00146976207671
252,0.00903037742778
253,0.00716604329167
254,0.0050873435141
255,-0.00101540032417
256,0.00101540032417
257,0.00917630718167
258,-0.00386230538903
259,0.00193301736872
260,0.00552626375012
261,-0.00905894468875
262,-0.000758629445919
263,-0.000253004428927
264,-0.0100878234357
265,0.00526853699979
266,0.00372219362158
267,0.00991438132797
268,0.00267178918226
269,-0.0038429454145
270,-0.00469838937964
271,-0.00573502457447
272,0.00371465180203
273,0.00621641786825
274,0.0056785121273
275,0.00158089644774
276,-0.000166292508904
277,0.00464576909917
278,0.00544780546695
279,8.2314689104e-05
280,0.000658273701051
281,-0.000411370280185
282,-0.00197693639346
283,0.00156539681812
284,0.00443568987506
285,-0.000494366339218
286,0.00751824363146
287,0.00284448970694
288,0.00727746399375
289,0.00778463864647
290,-0.00264158648705
291,0.00184184236253
292,-0.00674322214795
293,-0.00541131232022
294,-0.0068259650704
295,0.0026871886208
296,0.00987222777559
297,-0.00112794082213
298,0.00514594687068
299,0.00304292355232
300,-0.00232139387817
301,0.00503618315332
302,0.000159464200625
303,-0.00399425359284
304,-0.000560470810139
305,0.00519232703876
306,0.00421388021672
307,-0.00111137583877
308,0.00688647990033
309,-0.00371439159419
310,0.00418757772289
311,-0.00442513562875
312,-0.00452435585439
313,0.00523686033768
314,-0.000474946577439
315,-0.00221940484254
316,-0.00222434155899
317,0.00111278924129
318,-0.00278429836609
319,-0.0279501231484
320,0.00775229309851
321,-0.02044825918
322,0.0147418770206
323,-0.00426020634501
324,-0.00460830308619
325,0.00772331503202
326,0.00944940234173
327,0.0106452618174
328,-0.00321388674516
329,0.00249166226245
330,-0.000401461324593
331,-0.00297583361923
332,0.00850181572668
333,-0.00368059304923
334,0.00415967322447
335,0.00119669725877
336,-0.00303441900165
337,-0.0117449664804
338,0.000889715754084
339,0.00411473411246
340,0.0111294635307
341,0.00721967513754
342,0.00370852991412
343,-0.00378758442225
344,-0.000474458335644
345,0.00410451282688
346,0.00565550168157
347,0.00179989875254
348,-0.0250973074472
349,0.00878038846626
350,0.00870396379621
351,0.00181038264252
352,7.86379900521e-05
353,-0.00267716695332
354,0.00597439085431
355,-0.000862508384516
356,-0.00243471551648
357,-0.00251948798736
358,0.0066001653913
359,-0.0021952184433
360,0.00258671514015
361,-0.00754364727742
362,-0.00339746702182
363,0.0103146459937
364,0.00710302326825
365,0.00419125109047
366,-0.00535861182072
367,0.00310993875284
368,0.00286810785347
369,-0.000387101773889
370,0.000774053757976
371,0.0035529503661
372,0.0046153928084
373,-0.000690952390162
374,-0.000691430135486
375,-0.0119058228916
376,-0.00140088745768
377,-0.0189478525333
378,0.00782705501977
379,0.0117436564561
380,0.000389089923589
381,-0.00499182067681
382,-0.00133015159865
383,-0.000704914851982
384,0.00109631960863
385,-0.0102266467113
386,7.90670093309e-05
387,-0.00451682688761
388,-0.0258250142967
389,-0.00057065994293
390,0.0221774340719
391,-0.000957548748556
392,-0.00600554313295
393,-0.00104463828858
394,-0.00136771411964
395,-0.00282178604619
396,0.00121031200477
397,-0.0022604352888
398,-0.00372470066246
399,0.00751609793595
400,0.0051397479032
401,0.0078988722013
402,0.00451969210888
403,0.00189693386
404,0.00323229419342
405,0.0022799648227
406,-0.00338250076681
407,-0.00307777538463
408,-0.00166119565156
409,0.00426608325941
410,0.00346266183705
411,-0.00125776292031
412,-0.0144195177848
413,-7.98052751723e-05
414,-0.00303732948714
415,-0.00304658297057
416,0.000160578081438
417,0.00512493114026
418,0.00835160948947
419,-0.00174409430607
420,-0.00134979575061
421,0.000476606570306
422,-0.00493592276707
423,0.00278940208758
424,0.00808501550594
425,0.00700156264632
426,-0.00400613237568
427,-0.00118133504583
428,-0.00402701006131
429,0.00481472179956
430,-0.0011818004133
431,0.00283397812283
432,-0.00157344065189
433,0.00102301799203
434,0.00611622701744
435,0.00335583879145
436,0.00171259577901
437,-0.000544598760884
438,0.0129123841431
439,0.00299160273743
440,-0.00145632954111
441,-0.00122802993405
442,-0.00369316415772
443,0.00407708553533
444,-0.00184416834193
445,-0.00423909070577
446,0.00169779327709
447,-0.00882905363575
448,0.00790334192882
449,-0.0033241884424
450,-0.000387251679703
451,0.00232126380924
452,-0.0101760306394
453,0.00101447587615
454,0.00474653655414
455,-0.00240935879969
456,0.0
457,-0.00233717775444
458,-0.00673034313914
459,-0.00149306538286
460,-0.0099581949923
461,0.0209855620459
462,-0.0122076795799
463,-0.00742851527305
464,0.00285148708063
465,0.00426204275789
466,0.00479278073211
467,0.00195763736612
468,-0.000391221005733
469,-0.00289980218091
470,0.00172522000131
471,0.00266040845491
472,-0.00172063236569
473,0.00281404078453
474,0.00412853556231
475,-0.00545640140867
476,0.000312597689323
